date,weightclass,fighter,rank
2019-10-21,Pound-for-Pound,Henry Cejudo,3
2019-10-21,Pound-for-Pound,Stipe Miocic,4
2019-10-21,Pound-for-Pound,Amanda Nunes,5
2019-10-21,Pound-for-Pound,Daniel Cormier,5
2019-10-21,Pound-for-Pound,Max Holloway,7
2019-10-21,Pound-for-Pound,Israel Adesanya,8
2019-10-21,Pound-for-Pound,Tony Ferguson,9
2019-10-21,Pound-for-Pound,Kamaru Usman,10
2019-10-21,Pound-for-Pound,Valentina Shevchenko,11
2019-10-21,Pound-for-Pound,Conor McGregor,12
2019-10-21,Pound-for-Pound,Dustin Poirier,13
2019-10-21,Pound-for-Pound,Robert Whittaker,14
2019-10-21,Pound-for-Pound,Tyron Woodley,15
2019-10-21,Flyweight,Henry Cejudo,0
2019-10-21,Flyweight,Joseph Benavidez,1
2019-10-21,Flyweight,Jussier Formiga,2
2019-10-21,Flyweight,Deiveson Figueiredo,3
2019-10-21,Flyweight,Alexandre Pantoja,4
2019-10-21,Flyweight,Sergio Pettis,5
2019-10-21,Flyweight,Brandon Moreno,6
2019-10-21,Flyweight,Kai Kara France,7
2019-10-21,Flyweight,Rogerio Bontorin,7
2019-10-21,Flyweight,Tim Elliott,9
2019-10-21,Flyweight,Matt Schnell,10
2019-10-21,Flyweight,Jordan Espinosa,11
2019-10-21,Flyweight,Alex Perez,12
2019-10-21,Flyweight,Askar Askarov,13
2019-10-21,Flyweight,Ryan Benoit,14
2019-10-21,Flyweight,Mark De La Rosa,15
2019-10-21,Bantamweight,Henry Cejudo,0
2019-10-21,Bantamweight,Marlon Moraes,1
2019-10-21,Bantamweight,Aljamain Sterling,2
2019-10-21,Bantamweight,Cory Sandhagen,3
2019-10-21,Bantamweight,Petr Yan,4
2019-10-21,Bantamweight,Raphael Assuncao,5
2019-10-21,Bantamweight,Pedro Munhoz,6
2019-10-21,Bantamweight,Jimmie Rivera,7
2019-10-21,Bantamweight,Dominick Cruz,7
2019-10-21,Bantamweight,Cody Garbrandt,9
2019-10-21,Bantamweight,Cody Stamann,10
2019-10-21,Bantamweight,Rob Font,11
2019-10-21,Bantamweight,John Dodson,12
2019-10-21,Bantamweight,Song Yadong,13
2019-10-21,Bantamweight,Urijah Faber,14
2019-10-21,Bantamweight,Thomas Almeida,15
2019-10-21,Featherweight,Max Holloway,0
2019-10-21,Featherweight,Alexander Volkanovski,1
2019-10-21,Featherweight,Brian Ortega,2
2019-10-21,Featherweight,Jose Aldo,3
2019-10-21,Featherweight,Frankie Edgar,4
2019-10-21,Featherweight,Zabit Magomedsharipov,5
2019-10-21,Featherweight,Chan Sung Jung,6
2019-10-21,Featherweight,Yair Rodriguez,7
2019-10-21,Featherweight,Jeremy Stephens,8
2019-10-21,Featherweight,Renato Moicano,9
2019-10-21,Featherweight,Josh Emmett,10
2019-10-21,Featherweight,Calvin Kattar,11
2019-10-21,Featherweight,Shane Burgos,12
2019-10-21,Featherweight,Mirsad Bektic,13
2019-10-21,Featherweight,Ryan Hall,14
2019-10-21,Featherweight,Arnold Allen,15
2019-10-21,Lightweight,Khabib Nurmagomedov,0
2019-10-21,Lightweight,Tony Ferguson,1
2019-10-21,Lightweight,Dustin Poirier,2
2019-10-21,Lightweight,Conor McGregor,3
2019-10-21,Lightweight,Justin Gaethje,4
2019-10-21,Lightweight,Donald Cerrone,5
2019-10-21,Lightweight,Paul Felder,6
2019-10-21,Lightweight,Dan Hooker,7
2019-10-21,Lightweight,Al Iaquinta,8
2019-10-21,Lightweight,Edson Barboza,9
2019-10-21,Lightweight,Kevin Lee,10
2019-10-21,Lightweight,Gregor Gillespie,11
2019-10-21,Lightweight,Anthony Pettis,12
2019-10-21,Lightweight,Charles Oliveira,13
2019-10-21,Lightweight,Alexander Hernandez,14
2019-10-21,Lightweight,Islam Makhachev,15
2019-10-21,Welterweight,Kamaru Usman,0
2019-10-21,Welterweight,Tyron Woodley,1
2019-10-21,Welterweight,Colby Covington,2
2019-10-21,Welterweight,Jorge Masvidal,3
2019-10-21,Welterweight,Leon Edwards,4
2019-10-21,Welterweight,Rafael Dos Anjos,5
2019-10-21,Welterweight,Nate Diaz,6
2019-10-21,Welterweight,Santiago Ponzinibbio,7
2019-10-21,Welterweight,Stephen Thompson,8
2019-10-21,Welterweight,Darren Till,9
2019-10-21,Welterweight,Demian Maia,10
2019-10-21,Welterweight,Ben Askren,11
2019-10-21,Welterweight,Anthony Pettis,12
2019-10-21,Welterweight,Robbie Lawler,13
2019-10-21,Welterweight,Vicente Luque,14
2019-10-21,Welterweight,Gilbert Burns,15
2019-10-21,Middleweight,Israel Adesanya,0
2019-10-21,Middleweight,Robert Whittaker,1
2019-10-21,Middleweight,Paulo Costa,2
2019-10-21,Middleweight,Yoel Romero,3
2019-10-21,Middleweight,Kelvin Gastelum,4
2019-10-21,Middleweight,Jared Cannonier,5
2019-10-21,Middleweight,Jack Hermansson,6
2019-10-21,Middleweight,Ronaldo Souza,7
2019-10-21,Middleweight,Chris Weidman,8
2019-10-21,Middleweight,Derek Brunson,9
2019-10-21,Middleweight,Ian Heinisch,10
2019-10-21,Middleweight,Uriah Hall,11
2019-10-21,Middleweight,Brad Tavares,12
2019-10-21,Middleweight,Antonio Carlos Junior,13
2019-10-21,Middleweight,Edmen Shahbazyan,14
2019-10-21,Middleweight,Omari Akhmedov,15
2019-10-21,Light Heavyweight,Jon Jones,0
2019-10-21,Light Heavyweight,Daniel Cormier,1
2019-10-21,Light Heavyweight,Thiago Santos,2
2019-10-21,Light Heavyweight,Anthony Smith,3
2019-10-21,Light Heavyweight,Dominick Reyes,4
2019-10-21,Light Heavyweight,Jan Blachowicz,5
2019-10-21,Light Heavyweight,Alexander Gustafsson,6
2019-10-21,Light Heavyweight,Corey Anderson,7
2019-10-21,Light Heavyweight,Volkan Oezdemir,8
2019-10-21,Light Heavyweight,Glover Teixeira,9
2019-10-21,Light Heavyweight,Aleksandar Rakic,10
2019-10-21,Light Heavyweight,Johnny Walker,10
2019-10-21,Light Heavyweight,Ilir Latifi,12
2019-10-21,Light Heavyweight,Misha Cirkunov,13
2019-10-21,Light Heavyweight,Mauricio Rua,14
2019-10-21,Light Heavyweight,Nikita Krylov,15
2019-10-21,Heavyweight,Stipe Miocic,0
2019-10-21,Heavyweight,Daniel Cormier,1
2019-10-21,Heavyweight,Francis Ngannou,2
2019-10-21,Heavyweight,Curtis Blaydes,3
2019-10-21,Heavyweight,Junior Dos Santos,4
2019-10-21,Heavyweight,Derrick Lewis,5
2019-10-21,Heavyweight,Alistair Overeem,6
2019-10-21,Heavyweight,Alexander Volkov,7
2019-10-21,Heavyweight,Blagoy Ivanov,8
2019-10-21,Heavyweight,Shamil Abdurakhimov,9
2019-10-21,Heavyweight,Walt Harris,10
2019-10-21,Heavyweight,Augusto Sakai,11
2019-10-21,Heavyweight,Aleksei Oleinik,12
2019-10-21,Heavyweight,Maurice Greene,13
2019-10-21,Heavyweight,Sergei Pavlovich,14
2019-10-21,Heavyweight,Sergey Spivak,15
2019-10-21,Women's Strawweight,Weili Zhang,0
2019-10-21,Women's Strawweight,Jessica Andrade,1
2019-10-21,Women's Strawweight,Rose Namajunas,2
2019-10-21,Women's Strawweight,Tatiana Suarez,3
2019-10-21,Women's Strawweight,Joanna Jedrzejczyk,4
2019-10-21,Women's Strawweight,Nina Nunes,5
2019-10-21,Women's Strawweight,Claudia Gadelha,6
2019-10-21,Women's Strawweight,Carla Esparza,7
2019-10-21,Women's Strawweight,Michelle Waterson,7
2019-10-21,Women's Strawweight,Marina Rodriguez,9
2019-10-21,Women's Strawweight,Cynthia Calvillo,10
2019-10-21,Women's Strawweight,Alexa Grasso,11
2019-10-21,Women's Strawweight,Felice Herrig,12
2019-10-21,Women's Strawweight,Tecia Torres,13
2019-10-21,Women's Strawweight,Karolina Kowalkiewicz,14
2019-10-21,Women's Strawweight,Amanda Ribas,15
2019-10-21,Women's Flyweight,Valentina Shevchenko,0
2019-10-21,Women's Flyweight,Katlyn Chookagian,1
2019-10-21,Women's Flyweight,Jessica Eye,2
2019-10-21,Women's Flyweight,Joanne Calderwood,3
2019-10-21,Women's Flyweight,Liz Carmouche,4
2019-10-21,Women's Flyweight,Jennifer Maia,5
2019-10-21,Women's Flyweight,Viviane Araujo,6
2019-10-21,Women's Flyweight,Andrea Lee,7
2019-10-21,Women's Flyweight,Roxanne Modafferi,8
2019-10-21,Women's Flyweight,Lauren Murphy,9
2019-10-21,Women's Flyweight,Alexis Davis,10
2019-10-21,Women's Flyweight,Montana De La Rosa,11
2019-10-21,Women's Flyweight,Maycee Barber,12
2019-10-21,Women's Flyweight,Mara Romero Borella,13
2019-10-21,Women's Flyweight,Antonina Shevchenko,14
2019-10-21,Women's Flyweight,Gillian Robertson,15
2019-10-21,Women's Bantamweight,Amanda Nunes,0
2019-10-21,Women's Bantamweight,Germaine de Randamie,1
2019-10-21,Women's Bantamweight,Ketlen Vieira,2
2019-10-21,Women's Bantamweight,Holly Holm,3
2019-10-21,Women's Bantamweight,Julianna Pena,4
2019-10-21,Women's Bantamweight,Aspen Ladd,5
2019-10-21,Women's Bantamweight,Raquel Pennington,6
2019-10-21,Women's Bantamweight,Yana Kunitskaya,7
2019-10-21,Women's Bantamweight,Irene Aldana,8
2019-10-21,Women's Bantamweight,Marion Reneau,9
2019-10-21,Women's Bantamweight,Sara McMann,10
2019-10-21,Women's Bantamweight,Lina Lansberg,11
2019-10-21,Women's Bantamweight,Macy Chiasson,12
2019-10-21,Women's Bantamweight,Bethe Correia,13
2019-10-21,Women's Bantamweight,Nicco Montano,14
2019-10-21,Women's Bantamweight,Sijara Eubanks,15
2019-10-21,Women's Featherweight,Amanda Nunes,0
2019-10-28,Pound-for-Pound,Jon Jones,1
2019-10-28,Pound-for-Pound,Khabib Nurmagomedov,2
2019-10-28,Pound-for-Pound,Henry Cejudo,3
2019-10-28,Pound-for-Pound,Stipe Miocic,4
2019-10-28,Pound-for-Pound,Amanda Nunes,5
2019-10-28,Pound-for-Pound,Daniel Cormier,6
2019-10-28,Pound-for-Pound,Max Holloway,7
2019-10-28,Pound-for-Pound,Israel Adesanya,8
2019-10-28,Pound-for-Pound,Tony Ferguson,9
2019-10-28,Pound-for-Pound,Kamaru Usman,10
2019-10-28,Pound-for-Pound,Valentina Shevchenko,11
2019-10-28,Pound-for-Pound,Conor McGregor,12
2019-10-28,Pound-for-Pound,Dustin Poirier,12
2019-10-28,Pound-for-Pound,Robert Whittaker,14
2019-10-28,Pound-for-Pound,Tyron Woodley,15
2019-10-28,Flyweight,Henry Cejudo,0
2019-10-28,Flyweight,Joseph Benavidez,1
2019-10-28,Flyweight,Jussier Formiga,2
2019-10-28,Flyweight,Deiveson Figueiredo,3
2019-10-28,Flyweight,Alexandre Pantoja,4
2019-10-28,Flyweight,Brandon Moreno,5
2019-10-28,Flyweight,Kai Kara France,6
2019-10-28,Flyweight,Rogerio Bontorin,7
2019-10-28,Flyweight,Tim Elliott,8
2019-10-28,Flyweight,Matt Schnell,9
2019-10-28,Flyweight,Jordan Espinosa,10
2019-10-28,Flyweight,Alex Perez,11
2019-10-28,Flyweight,Askar Askarov,12
2019-10-28,Flyweight,Ryan Benoit,13
2019-10-28,Flyweight,Mark De La Rosa,14
2019-10-28,Flyweight,Raulian Paiva,15
2019-10-28,Bantamweight,Henry Cejudo,0
2019-10-28,Bantamweight,Marlon Moraes,1
2019-10-28,Bantamweight,Aljamain Sterling,2
2019-10-28,Bantamweight,Cory Sandhagen,3
2019-10-28,Bantamweight,Petr Yan,4
2019-10-28,Bantamweight,Raphael Assuncao,5
2019-10-28,Bantamweight,Pedro Munhoz,6
2019-10-28,Bantamweight,Jimmie Rivera,7
2019-10-28,Bantamweight,Cody Garbrandt,8
2019-10-28,Bantamweight,Cody Stamann,9
2019-10-28,Bantamweight,Rob Font,10
2019-10-28,Bantamweight,John Dodson,11
2019-10-28,Bantamweight,Urijah Faber,12
2019-10-28,Bantamweight,Song Yadong,13
2019-10-28,Bantamweight,Marlon Vera,14
2019-10-28,Bantamweight,Casey Kenney,15
2019-10-28,Featherweight,Max Holloway,0
2019-10-28,Featherweight,Alexander Volkanovski,1
2019-10-28,Featherweight,Brian Ortega,2
2019-10-28,Featherweight,Jose Aldo,3
2019-10-28,Featherweight,Frankie Edgar,4
2019-10-28,Featherweight,Zabit Magomedsharipov,5
2019-10-28,Featherweight,Yair Rodriguez,6
2019-10-28,Featherweight,Chan Sung Jung,7
2019-10-28,Featherweight,Renato Moicano,8
2019-10-28,Featherweight,Jeremy Stephens,9
2019-10-28,Featherweight,Josh Emmett,10
2019-10-28,Featherweight,Calvin Kattar,11
2019-10-28,Featherweight,Shane Burgos,12
2019-10-28,Featherweight,Mirsad Bektic,13
2019-10-28,Featherweight,Ryan Hall,14
2019-10-28,Featherweight,Arnold Allen,15
2019-10-28,Lightweight,Khabib Nurmagomedov,0
2019-10-28,Lightweight,Tony Ferguson,1
2019-10-28,Lightweight,Dustin Poirier,2
2019-10-28,Lightweight,Conor McGregor,3
2019-10-28,Lightweight,Justin Gaethje,4
2019-10-28,Lightweight,Donald Cerrone,5
2019-10-28,Lightweight,Paul Felder,6
2019-10-28,Lightweight,Dan Hooker,7
2019-10-28,Lightweight,Al Iaquinta,8
2019-10-28,Lightweight,Edson Barboza,9
2019-10-28,Lightweight,Kevin Lee,10
2019-10-28,Lightweight,Gregor Gillespie,11
2019-10-28,Lightweight,Anthony Pettis,12
2019-10-28,Lightweight,Charles Oliveira,13
2019-10-28,Lightweight,Alexander Hernandez,14
2019-10-28,Lightweight,Islam Makhachev,15
2019-10-28,Welterweight,Kamaru Usman,0
2019-10-28,Welterweight,Tyron Woodley,1
2019-10-28,Welterweight,Colby Covington,2
2019-10-28,Welterweight,Jorge Masvidal,3
2019-10-28,Welterweight,Leon Edwards,4
2019-10-28,Welterweight,Rafael Dos Anjos,5
2019-10-28,Welterweight,Demian Maia,6
2019-10-28,Welterweight,Nate Diaz,7
2019-10-28,Welterweight,Santiago Ponzinibbio,8
2019-10-28,Welterweight,Stephen Thompson,9
2019-10-28,Welterweight,Darren Till,10
2019-10-28,Welterweight,Anthony Pettis,11
2019-10-28,Welterweight,Robbie Lawler,12
2019-10-28,Welterweight,Ben Askren,13
2019-10-28,Welterweight,Vicente Luque,14
2019-10-28,Welterweight,Gilbert Burns,15
2019-10-28,Middleweight,Israel Adesanya,0
2019-10-28,Middleweight,Robert Whittaker,1
2019-10-28,Middleweight,Paulo Costa,2
2019-10-28,Middleweight,Yoel Romero,3
2019-10-28,Middleweight,Kelvin Gastelum,4
2019-10-28,Middleweight,Jared Cannonier,5
2019-10-28,Middleweight,Jack Hermansson,6
2019-10-28,Middleweight,Ronaldo Souza,7
2019-10-28,Middleweight,Derek Brunson,8
2019-10-28,Middleweight,Ian Heinisch,9
2019-10-28,Middleweight,Uriah Hall,10
2019-10-28,Middleweight,Brad Tavares,11
2019-10-28,Middleweight,Antonio Carlos Junior,12
2019-10-28,Middleweight,Edmen Shahbazyan,13
2019-10-28,Middleweight,Omari Akhmedov,14
2019-10-28,Middleweight,Krzysztof Jotko,15
2019-10-28,Light Heavyweight,Jon Jones,0
2019-10-28,Light Heavyweight,Daniel Cormier,1
2019-10-28,Light Heavyweight,Thiago Santos,2
2019-10-28,Light Heavyweight,Anthony Smith,3
2019-10-28,Light Heavyweight,Dominick Reyes,4
2019-10-28,Light Heavyweight,Jan Blachowicz,5
2019-10-28,Light Heavyweight,Alexander Gustafsson,6
2019-10-28,Light Heavyweight,Corey Anderson,7
2019-10-28,Light Heavyweight,Volkan Oezdemir,8
2019-10-28,Light Heavyweight,Glover Teixeira,9
2019-10-28,Light Heavyweight,Aleksandar Rakic,10
2019-10-28,Light Heavyweight,Johnny Walker,11
2019-10-28,Light Heavyweight,Ilir Latifi,12
2019-10-28,Light Heavyweight,Misha Cirkunov,13
2019-10-28,Light Heavyweight,Mauricio Rua,14
2019-10-28,Light Heavyweight,Nikita Krylov,15
2019-10-28,Heavyweight,Stipe Miocic,0
2019-10-28,Heavyweight,Daniel Cormier,1
2019-10-28,Heavyweight,Francis Ngannou,2
2019-10-28,Heavyweight,Curtis Blaydes,3
2019-10-28,Heavyweight,Junior Dos Santos,4
2019-10-28,Heavyweight,Derrick Lewis,5
2019-10-28,Heavyweight,Alistair Overeem,6
2019-10-28,Heavyweight,Alexander Volkov,7
2019-10-28,Heavyweight,Blagoy Ivanov,8
2019-10-28,Heavyweight,Shamil Abdurakhimov,9
2019-10-28,Heavyweight,Walt Harris,10
2019-10-28,Heavyweight,Aleksei Oleinik,11
2019-10-28,Heavyweight,Augusto Sakai,11
2019-10-28,Heavyweight,Sergei Pavlovich,13
2019-10-28,Heavyweight,Maurice Greene,14
2019-10-28,Heavyweight,Sergey Spivak,15
2019-10-28,Women's Strawweight,Weili Zhang,0
2019-10-28,Women's Strawweight,Jessica Andrade,1
2019-10-28,Women's Strawweight,Rose Namajunas,2
2019-10-28,Women's Strawweight,Tatiana Suarez,3
2019-10-28,Women's Strawweight,Joanna Jedrzejczyk,4
2019-10-28,Women's Strawweight,Nina Nunes,5
2019-10-28,Women's Strawweight,Claudia Gadelha,6
2019-10-28,Women's Strawweight,Carla Esparza,7
2019-10-28,Women's Strawweight,Michelle Waterson,8
2019-10-28,Women's Strawweight,Marina Rodriguez,9
2019-10-28,Women's Strawweight,Cynthia Calvillo,10
2019-10-28,Women's Strawweight,Alexa Grasso,11
2019-10-28,Women's Strawweight,Felice Herrig,12
2019-10-28,Women's Strawweight,Tecia Torres,13
2019-10-28,Women's Strawweight,Karolina Kowalkiewicz,14
2019-10-28,Women's Strawweight,Amanda Ribas,15
2019-10-28,Women's Flyweight,Valentina Shevchenko,0
2019-10-28,Women's Flyweight,Katlyn Chookagian,1
2019-10-28,Women's Flyweight,Jessica Eye,2
2019-10-28,Women's Flyweight,Joanne Calderwood,3
2019-10-28,Women's Flyweight,Liz Carmouche,4
2019-10-28,Women's Flyweight,Jennifer Maia,5
2019-10-28,Women's Flyweight,Viviane Araujo,6
2019-10-28,Women's Flyweight,Andrea Lee,7
2019-10-28,Women's Flyweight,Roxanne Modafferi,8
2019-10-28,Women's Flyweight,Lauren Murphy,9
2019-10-28,Women's Flyweight,Maycee Barber,10
2019-10-28,Women's Flyweight,Alexis Davis,11
2019-10-28,Women's Flyweight,Montana De La Rosa,12
2019-10-28,Women's Flyweight,Antonina Shevchenko,13
2019-10-28,Women's Flyweight,Mara Romero Borella,14
2019-10-28,Women's Flyweight,Paige VanZant,15
2019-10-28,Women's Bantamweight,Amanda Nunes,0
2019-10-28,Women's Bantamweight,Germaine de Randamie,1
2019-10-28,Women's Bantamweight,Ketlen Vieira,2
2019-10-28,Women's Bantamweight,Holly Holm,3
2019-10-28,Women's Bantamweight,Julianna Pena,4
2019-10-28,Women's Bantamweight,Aspen Ladd,5
2019-10-28,Women's Bantamweight,Raquel Pennington,6
2019-10-28,Women's Bantamweight,Yana Kunitskaya,7
2019-10-28,Women's Bantamweight,Irene Aldana,8
2019-10-28,Women's Bantamweight,Marion Reneau,9
2019-10-28,Women's Bantamweight,Sara McMann,10
2019-10-28,Women's Bantamweight,Lina Lansberg,11
2019-10-28,Women's Bantamweight,Macy Chiasson,12
2019-10-28,Women's Bantamweight,Bethe Correia,13
2019-10-28,Women's Bantamweight,Nicco Montano,14
2019-10-28,Women's Bantamweight,Sijara Eubanks,15
2019-10-28,Women's Featherweight,Amanda Nunes,0
2019-11-04,Pound-for-Pound,Jon Jones,1
2019-11-04,Pound-for-Pound,Khabib Nurmagomedov,2
2019-11-04,Pound-for-Pound,Henry Cejudo,3
2019-11-04,Pound-for-Pound,Stipe Miocic,4
2019-11-04,Pound-for-Pound,Amanda Nunes,5
2019-11-04,Pound-for-Pound,Daniel Cormier,6
2019-11-04,Pound-for-Pound,Max Holloway,7
2019-11-04,Pound-for-Pound,Israel Adesanya,8
2019-11-04,Pound-for-Pound,Tony Ferguson,9
2019-11-04,Pound-for-Pound,Kamaru Usman,10
2019-11-04,Pound-for-Pound,Valentina Shevchenko,11
2019-11-04,Pound-for-Pound,Dustin Poirier,12
2019-11-04,Pound-for-Pound,Conor McGregor,12
2019-11-04,Pound-for-Pound,Robert Whittaker,14
2019-11-04,Pound-for-Pound,Tyron Woodley,15
2019-11-04,Flyweight,Henry Cejudo,0
2019-11-04,Flyweight,Joseph Benavidez,1
2019-11-04,Flyweight,Jussier Formiga,2
2019-11-04,Flyweight,Deiveson Figueiredo,3
2019-11-04,Flyweight,Alexandre Pantoja,4
2019-11-04,Flyweight,Brandon Moreno,5
2019-11-04,Flyweight,Kai Kara France,6
2019-11-04,Flyweight,Rogerio Bontorin,7
2019-11-04,Flyweight,Tim Elliott,8
2019-11-04,Flyweight,Matt Schnell,9
2019-11-04,Flyweight,Jordan Espinosa,10
2019-11-04,Flyweight,Alex Perez,11
2019-11-04,Flyweight,Askar Askarov,12
2019-11-04,Flyweight,Ryan Benoit,13
2019-11-04,Flyweight,Mark De La Rosa,14
2019-11-04,Flyweight,Raulian Paiva,15
2019-11-04,Bantamweight,Henry Cejudo,0
2019-11-04,Bantamweight,Marlon Moraes,1
2019-11-04,Bantamweight,Aljamain Sterling,2
2019-11-04,Bantamweight,Cory Sandhagen,3
2019-11-04,Bantamweight,Petr Yan,4
2019-11-04,Bantamweight,Raphael Assuncao,5
2019-11-04,Bantamweight,Pedro Munhoz,6
2019-11-04,Bantamweight,Jimmie Rivera,7
2019-11-04,Bantamweight,Cody Garbrandt,8
2019-11-04,Bantamweight,Cody Stamann,9
2019-11-04,Bantamweight,Rob Font,10
2019-11-04,Bantamweight,John Dodson,11
2019-11-04,Bantamweight,Urijah Faber,12
2019-11-04,Bantamweight,Song Yadong,13
2019-11-04,Bantamweight,Marlon Vera,14
2019-11-04,Bantamweight,Casey Kenney,15
2019-11-04,Featherweight,Max Holloway,0
2019-11-04,Featherweight,Alexander Volkanovski,1
2019-11-04,Featherweight,Brian Ortega,2
2019-11-04,Featherweight,Jose Aldo,3
2019-11-04,Featherweight,Frankie Edgar,4
2019-11-04,Featherweight,Zabit Magomedsharipov,5
2019-11-04,Featherweight,Yair Rodriguez,6
2019-11-04,Featherweight,Chan Sung Jung,7
2019-11-04,Featherweight,Renato Moicano,8
2019-11-04,Featherweight,Jeremy Stephens,9
2019-11-04,Featherweight,Josh Emmett,10
2019-11-04,Featherweight,Calvin Kattar,11
2019-11-04,Featherweight,Shane Burgos,12
2019-11-04,Featherweight,Mirsad Bektic,13
2019-11-04,Featherweight,Arnold Allen,14
2019-11-04,Featherweight,Ryan Hall,15
2019-11-04,Lightweight,Khabib Nurmagomedov,0
2019-11-04,Lightweight,Tony Ferguson,1
2019-11-04,Lightweight,Dustin Poirier,2
2019-11-04,Lightweight,Conor McGregor,3
2019-11-04,Lightweight,Justin Gaethje,4
2019-11-04,Lightweight,Donald Cerrone,5
2019-11-04,Lightweight,Paul Felder,6
2019-11-04,Lightweight,Dan Hooker,7
2019-11-04,Lightweight,Kevin Lee,8
2019-11-04,Lightweight,Al Iaquinta,9
2019-11-04,Lightweight,Edson Barboza,10
2019-11-04,Lightweight,Anthony Pettis,11
2019-11-04,Lightweight,Gregor Gillespie,12
2019-11-04,Lightweight,Charles Oliveira,13
2019-11-04,Lightweight,Alexander Hernandez,14
2019-11-04,Lightweight,Islam Makhachev,15
2019-11-04,Welterweight,Kamaru Usman,0
2019-11-04,Welterweight,Tyron Woodley,1
2019-11-04,Welterweight,Colby Covington,2
2019-11-04,Welterweight,Jorge Masvidal,3
2019-11-04,Welterweight,Leon Edwards,4
2019-11-04,Welterweight,Rafael Dos Anjos,5
2019-11-04,Welterweight,Demian Maia,6
2019-11-04,Welterweight,Santiago Ponzinibbio,7
2019-11-04,Welterweight,Stephen Thompson,8
2019-11-04,Welterweight,Nate Diaz,9
2019-11-04,Welterweight,Anthony Pettis,10
2019-11-04,Welterweight,Robbie Lawler,11
2019-11-04,Welterweight,Ben Askren,12
2019-11-04,Welterweight,Vicente Luque,13
2019-11-04,Welterweight,Gilbert Burns,14
2019-11-04,Welterweight,Geoff Neal,15
2019-11-04,Middleweight,Israel Adesanya,0
2019-11-04,Middleweight,Robert Whittaker,1
2019-11-04,Middleweight,Paulo Costa,2
2019-11-04,Middleweight,Yoel Romero,3
2019-11-04,Middleweight,Jared Cannonier,4
2019-11-04,Middleweight,Darren Till,5
2019-11-04,Middleweight,Jack Hermansson,6
2019-11-04,Middleweight,Kelvin Gastelum,7
2019-11-04,Middleweight,Ronaldo Souza,8
2019-11-04,Middleweight,Derek Brunson,9
2019-11-04,Middleweight,Edmen Shahbazyan,10
2019-11-04,Middleweight,Ian Heinisch,11
2019-11-04,Middleweight,Uriah Hall,12
2019-11-04,Middleweight,Brad Tavares,13
2019-11-04,Middleweight,Antonio Carlos Junior,14
2019-11-04,Middleweight,Omari Akhmedov,15
2019-11-04,Light Heavyweight,Jon Jones,0
2019-11-04,Light Heavyweight,Daniel Cormier,1
2019-11-04,Light Heavyweight,Thiago Santos,2
2019-11-04,Light Heavyweight,Anthony Smith,3
2019-11-04,Light Heavyweight,Dominick Reyes,4
2019-11-04,Light Heavyweight,Corey Anderson,5
2019-11-04,Light Heavyweight,Jan Blachowicz,6
2019-11-04,Light Heavyweight,Alexander Gustafsson,7
2019-11-04,Light Heavyweight,Volkan Oezdemir,8
2019-11-04,Light Heavyweight,Glover Teixeira,9
2019-11-04,Light Heavyweight,Aleksandar Rakic,10
2019-11-04,Light Heavyweight,Johnny Walker,11
2019-11-04,Light Heavyweight,Ilir Latifi,12
2019-11-04,Light Heavyweight,Misha Cirkunov,13
2019-11-04,Light Heavyweight,Mauricio Rua,14
2019-11-04,Light Heavyweight,Nikita Krylov,15
2019-11-04,Heavyweight,Stipe Miocic,0
2019-11-04,Heavyweight,Daniel Cormier,1
2019-11-04,Heavyweight,Francis Ngannou,2
2019-11-04,Heavyweight,Curtis Blaydes,3
2019-11-04,Heavyweight,Junior Dos Santos,4
2019-11-04,Heavyweight,Derrick Lewis,5
2019-11-04,Heavyweight,Alistair Overeem,6
2019-11-04,Heavyweight,Alexander Volkov,7
2019-11-04,Heavyweight,Shamil Abdurakhimov,8
2019-11-04,Heavyweight,Walt Harris,9
2019-11-04,Heavyweight,Blagoy Ivanov,10
2019-11-04,Heavyweight,Aleksei Oleinik,11
2019-11-04,Heavyweight,Augusto Sakai,12
2019-11-04,Heavyweight,Sergei Pavlovich,13
2019-11-04,Heavyweight,Jairzinho Rozenstruik,14
2019-11-04,Heavyweight,Maurice Greene,15
2019-11-04,Women's Strawweight,Weili Zhang,0
2019-11-04,Women's Strawweight,Jessica Andrade,1
2019-11-04,Women's Strawweight,Rose Namajunas,2
2019-11-04,Women's Strawweight,Tatiana Suarez,3
2019-11-04,Women's Strawweight,Joanna Jedrzejczyk,4
2019-11-04,Women's Strawweight,Nina Nunes,5
2019-11-04,Women's Strawweight,Claudia Gadelha,6
2019-11-04,Women's Strawweight,Carla Esparza,7
2019-11-04,Women's Strawweight,Michelle Waterson,8
2019-11-04,Women's Strawweight,Marina Rodriguez,9
2019-11-04,Women's Strawweight,Cynthia Calvillo,10
2019-11-04,Women's Strawweight,Alexa Grasso,11
2019-11-04,Women's Strawweight,Felice Herrig,12
2019-11-04,Women's Strawweight,Tecia Torres,13
2019-11-04,Women's Strawweight,Karolina Kowalkiewicz,14
2019-11-04,Women's Strawweight,Amanda Ribas,15
2019-11-04,Women's Flyweight,Valentina Shevchenko,0
2019-11-04,Women's Flyweight,Katlyn Chookagian,1
2019-11-04,Women's Flyweight,Jessica Eye,2
2019-11-04,Women's Flyweight,Joanne Calderwood,3
2019-11-04,Women's Flyweight,Liz Carmouche,4
