R_fighter,B_fighter,R_odds,B_odds,date,location,country,Winner,title_bout,weight_class,gender
Kyle Noke,Keita Nakamura,-155,135,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Blue,FALSE,Welterweight,MALE
Louis Smolka,Ben Nguyen,105,-125,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Red,FALSE,Flyweight,MALE
Lauren Murphy,Katlyn Chookagian,-170,150,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Eric Spicely,Sam Alvey,235,-275,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Blue,FALSE,Middleweight,MALE
Cortney Casey,Cristina Stanciu,140,-160,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Scott Holtzman,Cody Pfister,-260,220,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Red,FALSE,Lightweight,MALE
Rani Yahya,Matthew Lopez,150,-170,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Red,FALSE,Bantamweight,MALE
Devin Clark,Alex Nicholson,-220,180,7/13/2016,"Sioux Falls, South Dakota, USA", USA,Blue,FALSE,Middleweight,MALE
Miesha Tate,Amanda Nunes,265,-325,7/9/2016,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Women's Bantamweight,FEMALE
Brock Lesnar,Mark Hunt,140,-160,7/9/2016,"Las Vegas, Nevada, USA", USA,Draw,FALSE,Heavyweight,MALE
Daniel Cormier,Anderson Silva,-430,345,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Jose Aldo,Frankie Edgar,120,-140,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Featherweight,MALE
Cain Velasquez,Travis Browne,-355,295,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Cat Zingano,Julianna Pena,-175,155,7/9/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Johny Hendricks,Kelvin Gastelum,-105,-115,7/9/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
TJ Dillashaw,Raphael Assuncao,-420,335,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Sage Northcutt,Enrique Marin,-490,390,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Diego Sanchez,Joe Lauzon,-125,105,7/9/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Gegard Mousasi,Thiago Santos,-290,245,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Jim Miller,Takanori Gomi,-290,245,7/9/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Joanna Jedrzejczyk,Claudia Gadelha,-130,110,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Strawweight,FEMALE
Andrew Sanchez,Khalil Rountree Jr.,-160,140,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Light Heavyweight,MALE
Tatiana Suarez,Amanda Cooper,-370,310,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Women's Strawweight,FEMALE
Ross Pearson,Will Brooks,305,-365,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Dooho Choi,Thiago Tavares,-220,180,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Joaquim Silva,Andrew Holbrook,115,-135,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Gray Maynard,Fernando Bruno,-165,145,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
John Moraga,Matheus Nicolau,-140,120,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE
Cory Hendricks,Josh Stansbury,-145,125,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Cezar Ferreira,Anthony Smith,-115,-105,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Jake Matthews,Kevin Lee,-160,140,7/8/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Li Jingliang,Anton Zafir,-310,255,7/8/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Rafael Dos Anjos,Eddie Alvarez,-290,245,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Lightweight,MALE
Roy Nelson,Derrick Lewis,-130,110,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE
Alan Jouban,Belal Muhammad,-145,125,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Joe Duffy,Mitch Clarke,-440,390,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Mike Pyle,Alberto Mina,-125,105,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
John Makdessi,Mehdi Baghdad,-130,110,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Anthony Birchak,Dileno Lopes,-250,210,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Russell Doane,Pedro Munhoz,200,-240,7/7/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Felipe Arantes,Jerrod Sanders,-155,135,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Gilbert Burns,Lukasz Sajewski,-265,225,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Marco Beltran,Reginaldo Vieira,105,-125,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Bantamweight,MALE
Vicente Luque,Alvaro Herrera,-375,313,7/7/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Rory MacDonald,Stephen Thompson,-105,-115,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,FALSE,Welterweight,MALE
Donald Cerrone,Patrick Cote,-170,150,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Welterweight,MALE
Steve Bosse,Sean O'Connell,-135,115,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Light Heavyweight,MALE
Olivier Aubin-Mercier,Thibault Gouti,-470,375,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Lightweight,MALE
Valerie Letourneau,Joanne Calderwood,-150,130,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,FALSE,Women's Flyweight,FEMALE
Jason Saggo,Leandro Silva,-115,-105,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Lightweight,MALE
Misha Cirkunov,Ion Cutelaba,-220,180,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Light Heavyweight,MALE
Tamdan McCrory,Krzysztof Jotko,-170,150,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,FALSE,Middleweight,MALE
Chris Beal,Joe Soto,105,-125,6/18/2016,"Ottawa, Ontario, Canada", Canada,Blue,FALSE,Bantamweight,MALE
Elias Theodorou,Sam Alvey,-235,195,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Middleweight,MALE
Randa Markos,Jocelyn Jones-Lybarger,-115,-105,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Women's Strawweight,FEMALE
Colby Covington,Jonathan Meunier,-235,195,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Welterweight,MALE
Ali Bagautinov,Geane Herrera,-260,220,6/18/2016,"Ottawa, Ontario, Canada", Canada,Red,FALSE,Flyweight,MALE
Luke Rockhold,Michael Bisping,-750,525,6/4/2016,"Los Angeles, California, USA", USA,Blue,TRUE,Middleweight,MALE
Dominick Cruz,Urijah Faber,-380,315,6/4/2016,"Los Angeles, California, USA", USA,Red,TRUE,Bantamweight,MALE
Max Holloway,Ricardo Lamas,-270,230,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Featherweight,MALE
Dan Henderson,Hector Lombard,265,-325,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Middleweight,MALE
Dustin Poirier,Bobby Green,-185,160,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE
Brian Ortega,Clay Guida,-235,195,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Featherweight,MALE
Beneil Dariush,James Vick,-140,120,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE
Jessica Penne,Jessica Andrade,110,-130,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Women's Strawweight,FEMALE
Cole Miller,Alex Caceres,-165,145,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Featherweight,MALE
Sean Strickland,Tom Breese,-110,-110,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Welterweight,MALE
Jonathan Wilson,Henrique da Silva,-165,145,6/4/2016,"Los Angeles, California, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Kevin Casey,Elvis Mutapcic,120,-140,6/4/2016,"Los Angeles, California, USA", USA,Draw,FALSE,Middleweight,MALE
Polo Reyes,Dong Hyun Ma,-115,-105,6/4/2016,"Los Angeles, California, USA", USA,Red,FALSE,Lightweight,MALE
Thomas Almeida,Cody Garbrandt,-200,170,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Renan Barao,Jeremy Stephens,-150,130,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Tarec Saffiedine,Rick Story,115,-135,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Chris Camozzi,Vitor Miranda,125,-145,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Jorge Masvidal,Lorenz Larkin,-115,-105,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Joshua Burkman,Paul Felder,245,-290,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Sara McMann,Jessica Eye,-125,105,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Abel Trujillo,Jordan Rinaldi,-320,260,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Jake Collier,Alberto Uda,110,-130,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Erik Koch,Shane Campbell,120,-140,5/29/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Aljamain Sterling,Bryan Caraway,-310,255,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Bantamweight,MALE
Chris de la Rocha,Adam Milstead,245,-290,5/29/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Heavyweight,MALE
Fabricio Werdum,Stipe Miocic,-185,160,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Blue,TRUE,Heavyweight,MALE
Jacare Souza,Vitor Belfort,-280,240,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Cris Cyborg,Leslie Smith,-1500,1200,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Catch Weight,MALE
Mauricio Rua,Corey Anderson,140,-160,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE
Warlley Alves,Bryan Barberena,-600,450,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Blue,FALSE,Welterweight,MALE
Demian Maia,Matt Brown,-350,290,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Welterweight,MALE
Thiago Santos,Nate Marquardt,-360,300,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Middleweight,MALE
Francisco Trinaldo,Yancy Medeiros,-275,235,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Lightweight,MALE
John Lineker,Rob Font,-145,125,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Bantamweight,MALE
Rogerio Nogueira,Patrick Cummins,195,-235,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Light Heavyweight,MALE
Sergio Moraes,Luan Chagas,-430,345,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Draw,FALSE,Welterweight,MALE
Renato Moicano,Zubaira Tukhugov,100,-120,5/14/2016,"Curitiba, Parana, Brazil", Brazil,Red,FALSE,Featherweight,MALE
Alistair Overeem,Andrei Arlovski,-240,200,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Heavyweight,MALE
Antonio Silva,Stefan Struve,185,-225,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Heavyweight,MALE
Albert Tumenov,Gunnar Nelson,-155,135,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Welterweight,MALE
Germaine de Randamie,Anna Elmose,-400,325,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Women's Bantamweight,FEMALE
Nikita Krylov,Francimar Barroso,-200,170,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Light Heavyweight,MALE
Karolina Kowalkiewicz,Heather Jo Clark,-320,260,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Women's Strawweight,FEMALE
Rustam Khabilov,Chris Wade,-165,145,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Lightweight,MALE
Magnus Cedenblad,Garreth McLellan,-250,210,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Middleweight,MALE
Jon Tuck,Josh Emmett,-110,-110,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Lightweight,MALE
Yan Cabral,Reza Madadi,-160,140,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Blue,FALSE,Lightweight,MALE
Kyoji Horiguchi,Neil Seery,-600,450,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Flyweight,MALE
Leon Edwards,Dominic Waters,-270,230,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Welterweight,MALE
Ulka Sasaki,Willie Gates,-135,115,5/8/2016,"Rotterdam, Zuid-Holland, Netherlands", Netherlands,Red,FALSE,Flyweight,MALE
Jon Jones,Ovince Saint Preux,-720,510,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Light Heavyweight,MALE
Demetrious Johnson,Henry Cejudo,-340,280,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,TRUE,Flyweight,MALE
Anthony Pettis,Edson Barboza,-190,165,4/23/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Robert Whittaker,Rafael Natal,-325,265,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Yair Rodriguez,Andre Fili,-110,-110,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Sergio Pettis,Chris Kelades,-225,185,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE
Danny Roberts,Dominique Steele,-355,295,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Carla Esparza,Juliana Lima,-190,165,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Glaico Franca,James Vick,170,-200,4/23/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Walt Harris,Cody East,160,-185,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Marcos Rogerio de Lima,Clint Hester,-120,100,4/23/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Efrain Escudero,Kevin Lee,300,-360,4/23/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Lightweight,MALE
Glover Teixeira,Rashad Evans,-225,185,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Light Heavyweight,MALE
Rose Namajunas,Tecia Torres,-160,140,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Women's Strawweight,FEMALE
Khabib Nurmagomedov,Darrell Horcher,-1000,650,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Catch Weight,MALE
Cub Swanson,Hacran Dias,-115,-105,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Featherweight,MALE
Beneil Dariush,Michael Chiesa,-165,145,4/16/2016,"Tampa, Florida, USA", USA,Blue,FALSE,Lightweight,MALE
Bethe Correia,Raquel Pennington,180,-220,4/16/2016,"Tampa, Florida, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Court McGee,Santiago Ponzinibbio,100,-120,4/16/2016,"Tampa, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
Randy Brown,Michael Graves,125,-145,4/16/2016,"Tampa, Florida, USA", USA,Blue,FALSE,Welterweight,MALE
John Dodson,Manvel Gamburyan,-450,400,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Bantamweight,MALE
Oluwale Bamgbose,Cezar Ferreira,-185,160,4/16/2016,"Tampa, Florida, USA", USA,Blue,FALSE,Middleweight,MALE
Elizeu Zaleski dos Santos,Omari Akhmedov,125,-145,4/16/2016,"Tampa, Florida, USA", USA,Red,FALSE,Welterweight,MALE
Ben Rothwell,Junior Dos Santos,-105,-115,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Heavyweight,MALE
Derrick Lewis,Gabriel Gonzaga,-150,130,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Heavyweight,MALE
Francis Ngannou,Curtis Blaydes,140,-160,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Heavyweight,MALE
Tim Johnson,Marcin Tybura,-110,-110,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Heavyweight,MALE
Igor Pokrajac,Jan Blachowicz,280,-340,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Light Heavyweight,MALE
Maryna Moroz,Cristina Stanciu,-170,150,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Women's Strawweight,FEMALE
Nicolas Dalby,Zak Cummings,-105,-115,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Welterweight,MALE
Ian Entwistle,Alejandro Perez,-150,130,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Bantamweight,MALE
Mairbek Taisumov,Damir Hadzovic,-320,260,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Lightweight,MALE
Filip Pejic,Damian Stasiak,-110,100,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Bantamweight,MALE
Rob Whiteford,Lucas Martins,-110,-110,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Featherweight,MALE
Jared Cannonier,Cyril Asker,-135,115,4/10/2016,"Zagreb, Croatia", Croatia,Red,FALSE,Heavyweight,MALE
Alessio Di Chirico,Bojan Velickovic,155,-175,4/10/2016,"Zagreb, Croatia", Croatia,Blue,FALSE,Middleweight,MALE
Mark Hunt,Frank Mir,-150,130,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Heavyweight,MALE
Hector Lombard,Neil Magny,100,-120,3/19/2016,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Welterweight,MALE
Jake Matthews,Johnny Case,105,-125,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Lightweight,MALE
Daniel Kelly,Antonio Carlos Junior,385,-485,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Middleweight,MALE
James Te Huna,Steve Bosse,-255,215,3/19/2016,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Light Heavyweight,MALE
Bec Rawlings,Seohee Ham,-110,-110,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Women's Strawweight,FEMALE
Brendan O'Reilly,Alan Jouban,415,-525,3/19/2016,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Welterweight,MALE
Dan Hooker,Mark Eddiva,-160,150,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Featherweight,MALE
Leslie Smith,Rin Nakai,-130,110,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Women's Bantamweight,FEMALE
Richard Walsh,Viscardi Andrade,-125,105,3/19/2016,"Brisbane, Queensland, Australia", Australia,Blue,FALSE,Welterweight,MALE
Ross Pearson,Chad Laprise,-105,-115,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Lightweight,MALE
Alan Patrick,Damien Brown,-300,250,3/19/2016,"Brisbane, Queensland, Australia", Australia,Red,FALSE,Lightweight,MALE
Conor McGregor,Nate Diaz,-425,340,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Holly Holm,Miesha Tate,-300,250,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,TRUE,Women's Bantamweight,FEMALE
Gian Villante,Ilir Latifi,160,-185,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Light Heavyweight,MALE
Corey Anderson,Tom Lawlor,-250,210,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Amanda Nunes,Valentina Shevchenko,-105,-115,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Brandon Thatch,Siyar Bahadurzada,-335,275,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Erick Silva,Nordine Taleb,-225,185,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Vitor Miranda,Marcelo Guimaraes,-300,250,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Middleweight,MALE
Darren Elkins,Chas Skelly,155,-175,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Featherweight,MALE
Diego Sanchez,Jim Miller,160,-185,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Jason Saggo,Justin Salas,-190,165,3/5/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Julian Erosa,Teruto Ishihara,-175,155,3/5/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Featherweight,MALE
Anderson Silva,Michael Bisping,-275,235,2/27/2016,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Gegard Mousasi,Thales Leites,-300,250,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Middleweight,MALE
Tom Breese,Keita Nakamura,-1165,750,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Welterweight,MALE
Francisco Rivera,Brad Pickett,-155,135,2/27/2016,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Bantamweight,MALE
Mike Wilkinson,Makwan Amirkhani,160,-185,2/27/2016,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Featherweight,MALE
Davey Grant,Marlon Vera,-185,160,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Bantamweight,MALE
Scott Askham,Chris Dempsey,-360,300,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Middleweight,MALE
Arnold Allen,Yaotzin Meza,-340,280,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Featherweight,MALE
Bradley Scott,Krzysztof Jotko,135,-155,2/27/2016,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Middleweight,MALE
Norman Parke,Rustam Khabilov,170,-200,2/27/2016,"London, England, United Kingdom", United Kingdom,Blue,FALSE,Lightweight,MALE
Daniel Omielanczuk,Jarjis Danho,-110,-110,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Heavyweight,MALE
Teemu Packalen,Thibault Gouti,100,-110,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Lightweight,MALE
David Teymur,Martin Svensson,-115,-105,2/27/2016,"London, England, United Kingdom", United Kingdom,Red,FALSE,Lightweight,MALE
Donald Cerrone,Alex Oliveira,-270,230,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Welterweight,MALE
Derek Brunson,Roan Carneiro,-365,305,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Middleweight,MALE
Cody Garbrandt,Augusto Mendes,-450,360,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Catch Weight,MALE
Dennis Bermudez,Tatsuya Kawajiri,-355,295,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Featherweight,MALE
Chris Camozzi,Joe Riggs,-225,185,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Middleweight,MALE
James Krause,Shane Campbell,-185,160,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Lightweight,MALE
Alex Garcia,Sean Strickland,-105,-115,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Blue,FALSE,Welterweight,MALE
Daniel Sarafian,Oluwale Bamgbose,-130,110,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Blue,FALSE,Middleweight,MALE
Anthony Smith,Leonardo Augusto Leleco,-135,115,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Middleweight,MALE
Jonavin Webb,Nathan Coy,-260,220,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Blue,FALSE,Welterweight,MALE
Marion Reneau,Ashlee Evans-Smith,-190,165,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Blue,FALSE,Women's Bantamweight,FEMALE
Lauren Murphy,Kelly Faszholz,-310,255,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Red,FALSE,Women's Bantamweight,FEMALE
Anthony Hamilton,Shamil Abdurakhimov,105,-125,2/21/2016,"Pittsburgh, Pennsylvania, USA", USA,Blue,FALSE,Heavyweight,MALE
Johny Hendricks,Stephen Thompson,-290,245,2/6/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Welterweight,MALE
Roy Nelson,Jared Rosholt,-115,-105,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Ovince Saint Preux,Rafael Feijao,-420,335,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Joseph Benavidez,Zach Makovsky,-420,335,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Flyweight,MALE
Misha Cirkunov,Alex Nicholson,-700,500,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Light Heavyweight,MALE
Mike Pyle,Sean Spencer,135,-155,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Welterweight,MALE
Joshua Burkman,KJ Noons,-130,110,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Lightweight,MALE
Derrick Lewis,Damian Grabowski,-105,-115,2/6/2016,"Las Vegas, Nevada, USA", USA,Red,FALSE,Heavyweight,MALE
Ray Borg,Justin Scoggins,-185,160,2/6/2016,"Las Vegas, Nevada, USA", USA,Blue,FALSE,Flyweight,MALE
