R_fighter,B_fighter,round,time,date
Luigi Vendramini,Elizeu Zaleski dos Santos,2,1:20,9/22/2018
Alex Chambers,Livinha Souza,1,1:21,9/22/2018
Nate Diaz,Gray Maynard,3,5:00,1/11/2010
Efrain Escudero,Evan Dunham,3,1:59,1/11/2010
Tom Lawlor,Aaron Simpson,3,5:00,1/11/2010
Brad Blackburn,Amir Sadollah,3,5:00,1/11/2010
Jay Silva,Chris Leben,3,5:00,1/11/2010
Jesse Lennox,Rick Story,3,5:00,1/11/2010
Nik Lentz,Thiago Tavares,3,5:00,1/11/2010
Mike Guymon,Rory MacDonald,1,4:27,1/11/2010
Kyle Bradley,Rafael Dos Anjos,3,5:00,1/11/2010
John Salter,Gerald Harris,3,3:24,1/11/2010
Jesse Forbes,Nick Catone,3,5:00,1/11/2010
Michael McDonald,John Lineker,1,2:43,7/13/2016
Lando Vannata,Tony Ferguson,2,2:22,7/13/2016
Josh Samman,Tim Boetsch,2,3:49,7/13/2016
Aleksei Oleinik,Daniel Omielanczuk,3,5:00,7/13/2016
Kyle Noke,Keita Nakamura,2,4:59,7/13/2016
Ben Nguyen,Louis Smolka,2,4:41,7/13/2016
Lauren Murphy,Katlyn Chookagian,3,5:00,7/13/2016
Eric Spicely,Sam Alvey,1,2:43,7/13/2016
Cristina Stanciu,Cortney Casey,1,2:36,7/13/2016
Cody Pfister,Scott Holtzman,3,5:00,7/13/2016
Matthew Lopez,Rani Yahya,3,4:19,7/13/2016
Devin Clark,Alex Nicholson,1,4:57,7/13/2016
Diego Brandao,Conor McGregor,1,4:05,7/19/2014
Zak Cummings,Gunnar Nelson,2,4:48,7/19/2014
Brad Pickett,Ian McCall,3,5:00,7/19/2014
Naoyuki Kotani,Norman Parke,2,3:41,7/19/2014
Chris Dempsey,Ilir Latifi,1,2:07,7/19/2014
Phil Harris,Neil Seery,3,5:00,7/19/2014
Mike King,Cathal Pendred,2,3:33,7/19/2014
Tor Troeng,Trevor Smith,3,5:00,7/19/2014
Cody Donovan,Nikita Krylov,1,4:57,7/19/2014
Josh Sampo,Paddy Holohan,1,3:06,7/19/2014
Dennis Siver,Conor McGregor,2,1:54,1/18/2015
Benson Henderson,Donald Cerrone,3,5:00,1/18/2015
Ron Stallings,Uriah Hall,1,3:37,1/18/2015
Norman Parke,Gleison Tibau,3,5:00,1/18/2015
Sean Spencer,Cathal Pendred,3,5:00,1/18/2015
John Howard,Lorenz Larkin,1,2:17,1/18/2015
Lipeng Zhang,Chris Wade,3,5:00,1/18/2015
Shane Howell,Paddy Holohan,3,5:00,1/18/2015
Frankie Perez,Johnny Case,3,1:54,1/18/2015
Sean Soriano,Charles Rosa,3,4:43,1/18/2015
Matt Van Buren,Sean O'Connell,3,2:11,1/18/2015
Tateki Matsuda,Joby Sanchez,3,5:00,1/18/2015
Ricardo Lamas,Chad Mendes,1,2:45,4/4/2015
Jorge Masvidal,Al Iaquinta,3,5:00,4/4/2015
Mitch Clarke,Michael Chiesa,3,5:00,4/4/2015
Milana Dudieva,Julianna Pena,1,3:59,4/4/2015
Robert Peralta,Clay Guida,3,5:00,4/4/2015
Diego Ferreira,Dustin Poirier,1,3:45,4/4/2015
Lauren Murphy,Liz Carmouche,3,5:00,4/4/2015
Gray Maynard,Alexander Yakovlev,3,5:00,4/4/2015
Shamil Abdurakhimov,Timothy Johnson,1,4:57,4/4/2015
Justin Jones,Ron Stallings,3,5:00,4/4/2015
Antonio Rodrigo Nogueira,Roy Nelson,1,3:37,4/11/2014
Tatsuya Kawajiri,Clay Guida,3,5:00,4/11/2014
John Howard,Ryan LaFlare,3,5:00,4/11/2014
Beneil Dariush,Ramsey Nijem,1,4:20,4/11/2014
Daniel Omielanczuk,Jared Rosholt,3,5:00,4/11/2014
Trevor Smith,Thales Leites,1,0:45,4/11/2014
Alan Omer,Jim Alers,3,5:00,4/11/2014
Johnny Bedford,Rani Yahya,1,0:39,4/11/2014
Mark Hunt,Stipe Miocic,5,2:47,5/9/2015
Brad Tavares,Robert Whittaker,1,0:44,5/9/2015
Anthony Perosh,Sean O'Connell,1,0:56,5/9/2015
Jake Matthews,James Vick,1,4:53,5/9/2015
Hatsu Hioki,Dan Hooker,2,4:13,5/9/2015
Jonavin Webb,Kyle Noke,3,5:00,5/9/2015
Daniel Kelly,Sam Alvey,1,0:49,5/9/2015
Lisa Ellis,Bec Rawlings,1,4:09,5/9/2015
Dylan Andrews,Brad Scott,2,4:54,5/9/2015
Kailin Curran,Alex Chambers,3,3:15,5/9/2015
Vik Grujic,Brendan O'Reilly,3,5:00,5/9/2015
Alptekin Ozkilic,Ben Nguyen,1,4:59,5/9/2015
Fabio Maldonado,Stipe Miocic,1,0:35,5/31/2014
Vitor Miranda,Antonio Carlos Junior,3,5:00,5/31/2014
Marcio Alexandre Junior,Warlley Alves,3,0:25,5/31/2014
Alexander Yakovlev,Demian Maia,3,5:00,5/31/2014
Rony Jason,Robert Peralta,3,5:00,5/31/2014
Rodrigo Damm,Rashid Magomedov,3,5:00,5/31/2014
Ernest Chavez,Elias Silverio,3,4:21,5/31/2014
Paulo Thiago,Gasan Umalatov,3,5:00,5/31/2014
Mark Eddiva,Edimilson Souza,2,4:52,5/31/2014
Wagner Silva,Ricardo Abreu,2,1:06,5/31/2014
Richardson Moreira,Marcos Rogerio de Lima,1,0:20,5/31/2014
Matt Hobar,Pedro Munhoz,1,2:47,5/31/2014
Todd Duffee,Frank Mir,1,1:13,7/15/2015
Josh Thomson,Tony Ferguson,3,5:00,7/15/2015
Marion Reneau,Holly Holm,3,5:00,7/15/2015
Scott Jorgensen,Manvel Gamburyan,3,5:00,7/15/2015
James Moontasri,Kevin Lee,1,2:56,7/15/2015
Matt Dwyer,Alan Jouban,3,5:00,7/15/2015
Yaotzin Meza,Sam Sicilia,3,5:00,7/15/2015
Sarah Moras,Jessica Andrade,3,5:00,7/15/2015
Masanori Kanehara,Rani Yahya,3,5:00,7/15/2015
Igor Araujo,Sean Strickland,3,5:00,7/15/2015
Ildemar Alcantara,Kevin Casey,3,5:00,7/15/2015
Andrew Craig,Lyman Good,2,3:37,7/15/2015
Renato Moicano,Chan Sung Jung,1,0:58,6/22/2019
Bryan Barberena,Randy Brown,3,2:54,6/22/2019
Anderson Dos Santos,Andre Ewell,3,5:00,6/22/2019
Montana De La Rosa,Andrea Lee,3,5:00,6/22/2019
Alessio Di Chirico,Kevin Holland,3,5:00,6/22/2019
Kevin Aguilar,Dan Ige,3,5:00,6/22/2019
Syuri Kondo,Ashley Yoder,3,5:00,6/22/2019
Matt Wiman,Luis Pena,3,1:14,6/22/2019
Allen Crowder,Jairzinho Rozenstruik,1,0:09,6/22/2019
Ariane Lipski,Molly McCann,3,5:00,6/22/2019
Eric Spicely,Deron Winn,3,5:00,6/22/2019
Uriah Hall,Gegard Mousasi,1,4:37,11/19/2016
Ross Pearson,Stevie Ray,3,5:00,11/19/2016
Timothy Johnson,Alexander Volkov,3,5:00,11/19/2016
Teruto Ishihara,Artem Lobov,3,5:00,11/19/2016
Magnus Cedenblad,Jack Marshman,2,3:40,11/19/2016
Ali Bagautinov,Kyoji Horiguchi,3,5:00,11/19/2016
Magomed Mustafaev,Kevin Lee,2,4:31,11/19/2016
Anna Elmose,Amanda Cooper,3,5:00,11/19/2016
Mark Godbeer,Justin Ledet,1,2:16,11/19/2016
Alexander Yakovlev,Zak Cummings,2,4:02,11/19/2016
Milana Dudieva,Marion Reneau,3,3:03,11/19/2016
Kwan Ho Kwak,Brett Johns,3,5:00,11/19/2016
Charlie Ward,Abdul Razak Alhassan,1,0:53,11/19/2016
Mark Munoz,Gegard Mousasi,1,3:57,5/31/2014
Francis Carmont,CB Dollaway,3,5:00,5/31/2014
Luke Barnatt,Sean Strickland,3,5:00,5/31/2014
Tom Niinimaki,Niklas Backstrom,1,4:15,5/31/2014
Drew Dober,Nick Hein,3,5:00,5/31/2014
Krzysztof Jotko,Magnus Cedenblad,2,4:59,5/31/2014
Vaughan Lee,Iuri Alcantara,1,0:25,5/31/2014
Pawel Pawlak,Peter Sobotta,3,5:00,5/31/2014
Andy Ogle,Maximo Blanco,3,5:00,5/31/2014
Viktor Pesta,Ruslan Magomedov,3,5:00,5/31/2014
Paige VanZant,Rose Namajunas,5,2:25,12/10/2015
Jim Miller,Michael Chiesa,2,2:57,12/10/2015
Cody Pfister,Sage Northcutt,2,0:41,12/10/2015
Elias Theodorou,Thiago Santos,3,5:00,12/10/2015
John Howard,Tim Means,2,0:21,12/10/2015
Omari Akhmedov,Sergio Moraes,3,2:18,12/10/2015
Kevin Casey,Antonio Carlos Junior,1,0:11,12/10/2015
Johnny Eduardo,Aljamain Sterling,2,4:18,12/10/2015
Andreas Stahl,Santiago Ponzinibbio,1,4:25,12/10/2015
Nathan Coy,Danny Roberts,1,2:46,12/10/2015
Phillipe Nover,Zubaira Tukhugov,3,5:00,12/10/2015
Emily Kagan,Kailin Curran,2,4:13,12/10/2015
Gunnar Nelson,Santiago Ponzinibbio,1,1:22,7/16/2017
Joanne Calderwood,Cynthia Calvillo,3,5:00,7/16/2017
Stevie Ray,Paul Felder,1,3:57,7/16/2017
Ryan Janes,Jack Marshman,3,5:00,7/16/2017
Paul Craig,Khalil Rountree Jr.,1,4:56,7/16/2017
James Mulheron,Justin Willis,3,5:00,7/16/2017
Bobby Nash,Danny Roberts,2,3:59,7/16/2017
Neil Seery,Alexandre Pantoja,3,2:31,7/16/2017
Charlie Ward,Galore Bofando,1,2:10,7/16/2017
Daniel Teymur,Danny Henry,3,5:00,7/16/2017
Albert Morales,Brett Johns,3,5:00,7/16/2017
Amanda Lemos,Leslie Smith,2,2:53,7/16/2017
Gunnar Nelson,Rick Story,5,5:00,10/4/2014
Akira Corassani,Max Holloway,1,3:11,10/4/2014
Ilir Latifi,Jan Blachowicz,1,1:58,10/4/2014
Niklas Backstrom,Mike Wilkinson,1,1:19,10/4/2014
Scott Askham,Magnus Cedenblad,3,5:00,10/4/2014
Alexander Yakovlev,Nicholas Musoke,3,5:00,10/4/2014
Charles Rosa,Dennis Siver,3,5:00,10/4/2014
Gasan Umalatov,Cathal Pendred,3,5:00,10/4/2014
Tor Troeng,Krzysztof Jotko,3,5:00,10/4/2014
Marcin Bandel,Mairbek Taisumov,1,1:01,10/4/2014
Ernest Chavez,Zubaira Tukhugov,1,4:21,10/4/2014
Junior Dos Santos,Francis Ngannou,1,1:11,6/29/2019
Jussier Formiga,Joseph Benavidez,2,4:47,6/29/2019
Anthony Rocco Martin,Demian Maia,3,5:00,6/29/2019
Roosevelt Roberts,Vinc Pichel,3,5:00,6/29/2019
Marco Polo Reyes,Drew Dober,1,1:07,6/29/2019
Paul Craig,Alonzo Menifield,1,3:19,6/29/2019
Journey Newson,Ricardo Ramos,3,5:00,6/29/2019
Vinicius Moreira,Eryk Anders,1,1:18,6/29/2019
Dan Moret,Jared Gordon,3,5:00,6/29/2019
Dequan Townsend,Dalcha Lungiambula,3,0:42,6/29/2019
Emily Whitmire,Amanda Ribas,2,2:10,6/29/2019
Junior Albini,Maurice Greene,1,3:38,6/29/2019
Cain Velasquez,Francis Ngannou,1,0:26,2/17/2019
James Vick,Paul Felder,3,5:00,2/17/2019
Cortney Casey,Cynthia Calvillo,3,5:00,2/17/2019
Alex Caceres,Kron Gracie,1,2:06,2/17/2019
Bryan Barberena,Vicente Luque,3,4:54,2/17/2019
Myles Jury,Andre Fili,3,5:00,2/17/2019
Jimmie Rivera,Aljamain Sterling,3,5:00,2/17/2019
Benito Lopez,Manny Bermudez,1,3:09,2/17/2019
Ashlee Evans-Smith,Andrea Lee,3,5:00,2/17/2019
Scott Holtzman,Nik Lentz,3,5:00,2/17/2019
Renan Barao,Luke Sanders,2,1:01,2/17/2019
Aleksandra Albu,Emily Whitmire,1,1:01,2/17/2019
Rogerio Nogueira,Phil Davis,3,5:00,3/26/2011
Dan Hardy,Anthony Johnson,3,5:00,3/26/2011
DaMarques Johnson,Amir Sadollah,2,3:27,3/26/2011
Leonard Garcia,Chan Sung Jung,2,4:59,3/26/2011
Jon Madsen,Mike Russow,2,5:00,3/26/2011
Alex Caceres,Mackens Semerzier,1,3:18,3/26/2011
Kris McCray,John Hathaway,3,5:00,3/26/2011
Edwin Figueroa,Michael McDonald,3,5:00,3/26/2011
Sean McCorkle,Christian Morecraft,2,4:10,3/26/2011
TJ Waldburger,Johny Hendricks,1,1:35,3/26/2011
Mario Miranda,Aaron Simpson,3,5:00,3/26/2011
Waylon Lowe,Nik Lentz,3,2:24,3/26/2011
Volkan Oezdemir,Anthony Smith,3,4:26,10/27/2018
Artem Lobov,Michael Johnson,3,5:00,10/27/2018
Patrick Cummins,Misha Cirkunov,1,2:40,10/27/2018
Jonathan Martinez,Andre Soukhamthath,3,5:00,10/27/2018
Ed Herman,Gian Villante,3,5:00,10/27/2018
Alex Garcia,Court McGee,3,5:00,10/27/2018
Nordine Taleb,Sean Strickland,2,3:10,10/27/2018
Thibault Gouti,Nasrat Haqparast,3,5:00,10/27/2018
Chris Fishgold,Calvin Kattar,1,4:11,10/27/2018
Sarah Moras,Talita Bernardo,3,5:00,10/27/2018
Te Edwards,Don Madge,2,0:14,10/27/2018
Marcelo Golm,Arjan Bhullar,3,5:00,10/27/2018
Jessin Ayari,Stevie Ray,3,5:00,10/27/2018
Andrei Arlovski,Alistair Overeem,2,1:12,5/8/2016
Antonio Silva,Stefan Struve,1,0:16,5/8/2016
Albert Tumenov,Gunnar Nelson,2,3:15,5/8/2016
Anna Elmose,Germaine de Randamie,1,3:46,5/8/2016
Francimar Barroso,Nikita Krylov,2,3:11,5/8/2016
Heather Clark,Karolina Kowalkiewicz,3,5:00,5/8/2016
Chris Wade,Rustam Khabilov,3,5:00,5/8/2016
Garreth McLellan,Magnus Cedenblad,2,0:47,5/8/2016
Jon Tuck,Josh Emmett,3,5:00,5/8/2016
Yan Cabral,Reza Madadi,3,1:56,5/8/2016
Neil Seery,Kyoji Horiguchi,3,5:00,5/8/2016
Dominic Waters,Leon Edwards,3,5:00,5/8/2016
Willie Gates,Yuta Sasaki,2,3:30,5/8/2016
Walt Harris,Alistair Overeem,2,3:00,5/16/2020
Angela Hill,Claudia Gadelha,3,5:00,5/16/2020
Edson Barboza,Dan Ige,3,5:00,5/16/2020
Eryk Anders,Krzysztof Jotko,3,5:00,5/16/2020
Marlon Vera,Song Yadong,3,5:00,5/16/2020
Matt Brown,Miguel Baeza,2,0:18,5/16/2020
Anthony Hernandez,Kevin Holland,1,0:39,5/16/2020
Irwin Rivera,Giga Chikadze,3,5:00,5/16/2020
Darren Elkins,Nate Landwehr,3,5:00,5/16/2020
Mara Romero Borella,Cortney Casey,1,3:36,5/16/2020
Don'Tale Mayes,Rodrigo Nascimento,2,2:05,5/16/2020
Aleksei Oleinik,Alistair Overeem,1,4:45,4/20/2019
Arman Tsarukyan,Islam Makhachev,3,5:00,4/20/2019
Marcelo Golm,Sergei Pavlovich,1,1:06,4/20/2019
Antonina Shevchenko,Roxanne Modafferi,3,5:00,4/20/2019
Alen Amedovski,Krzysztof Jotko,3,5:00,4/20/2019
SeungWoo Choi,Movsar Evloev,3,5:00,4/20/2019
Keita Nakamura,Sultan Aliev,3,5:00,4/20/2019
Alex Da Silva,Alexander Yakovlev,2,3:10,4/20/2019
Marcin Tybura,Shamil Abdurakhimov,2,3:15,4/20/2019
Gadzhimurad Antigulov,Michal Oleksiejczuk,1,0:44,4/20/2019
Rafael Fiziev,Magomed Mustafaev,1,1:26,4/20/2019
Alistair Overeem,Jairzinho Rozenstruik,5,4:56,12/7/2019
Cynthia Calvillo,Marina Rodriguez,3,5:00,12/7/2019
Stefan Struve,Ben Rothwell,2,4:57,12/7/2019
Yana Kunitskaya,Aspen Ladd,3,0:33,12/7/2019
Song Yadong,Cody Stamann,3,5:00,12/7/2019
Ricky Simon,Rob Font,3,5:00,12/7/2019
Thiago Alves,Tim Means,1,2:38,12/7/2019
Jacob Kilburn,Billy Quarantillo,2,3:18,12/7/2019
Matt Sayles,Bryce Mitchell,1,4:20,12/7/2019
Matt Wiman,Joe Solecki,3,5:00,12/7/2019
Mallory Martin,Virna Jandiroba,2,1:16,12/7/2019
Trevor Smith,Makhmud Muradov,3,4:09,12/7/2019
Brandon Moreno,Sergio Pettis,5,5:00,8/5/2017
Randa Markos,Alexa Grasso,3,5:00,8/5/2017
Alan Jouban,Niko Price,1,1:44,8/5/2017
Martin Bravo,Humberto Bandenay,1,0:26,8/5/2017
Rashad Evans,Sam Alvey,3,5:00,8/5/2017
Andre Soukhamthath,Alejandro Perez,3,5:00,8/5/2017
Brad Scott,Jack Hermansson,1,3:50,8/5/2017
Hector Sandoval,Dustin Ortiz,1,0:15,8/5/2017
Henry Briones,Rani Yahya,1,2:01,8/5/2017
Diego Rivas,Jose Quinonez,3,5:00,8/5/2017
Robert Sanchez,Joseph Morales,1,3:56,8/5/2017
Alvaro Herrera Mendoza,Jordan Rinaldi,1,2:01,8/5/2017
Justin Gaethje,Dustin Poirier,4,0:33,4/14/2018
Carlos Condit,Alex Oliveira,2,3:17,4/14/2018
Marvin Vettori,Israel Adesanya,3,5:00,4/14/2018
Cortney Casey,Michelle Waterson,3,5:00,4/14/2018
Tim Boetsch,Antonio Carlos Junior,1,4:28,4/14/2018
Ricky Rainey,Muslim Salikhov,2,4:12,4/14/2018
Wilson Reis,John Moraga,3,5:00,4/14/2018
Krzysztof Jotko,Brad Tavares,3,2:16,4/14/2018
Dan Moret,Gilbert Burns,2,0:59,4/14/2018
Shana Dobson,Lauren Mueller,3,5:00,4/14/2018
Dhiego Lima,Yushin Okami,3,5:00,4/14/2018
Arjan Bhullar,Adam Wieczorek,2,1:59,4/14/2018
Matthew Lopez,Alejandro Perez,2,3:42,4/14/2018
Patrick Williams,Luke Sanders,3,5:00,4/14/2018
Dan Hooker,Dustin Poirier,5,5:00,6/27/2020
Mickey Gall,Mike Perry,3,5:00,6/27/2020
Gian Villante,Maurice Greene,3,3:44,6/27/2020
Kyle Daukaus,Brendan Allen,3,5:00,6/27/2020
Jason Witt,Takashi Sato,1,0:48,6/27/2020
Sean Woodson,Julian Erosa,3,2:44,6/27/2020
Luis Pena,Khama Worthy,3,2:53,6/27/2020
Philipe Lins,Tanner Boser,1,2:41,6/27/2020
Jinh Yu Frey,Kay Hansen,3,2:26,6/27/2020
Jordan Griffin,Youssef Zalal,3,5:00,6/27/2020
Dustin Poirier,Michael Johnson,1,1:35,9/17/2016
Uriah Hall,Derek Brunson,1,1:41,9/17/2016
Rick Glenn,Evan Dunham,3,5:00,9/17/2016
Kenny Robertson,Roan Carneiro,3,5:00,9/17/2016
Chris Wade,Islam Makhachev,3,5:00,9/17/2016
Maximo Blanco,Chas Skelly,1,0:19,9/17/2016
Sam Sicilia,Gabriel Benitez,2,1:20,9/17/2016
Augusto Montano,Belal Muhammad,3,4:19,9/17/2016
Leonardo Guimaraes,Antonio Carlos Junior,3,4:46,9/17/2016
Joey Gomez,Jose Quinonez,3,5:00,9/17/2016
Erick Montano,Randy Brown,3,0:18,9/17/2016
Albert Morales,Alejandro Perez,3,5:00,9/17/2016
Anthony Pettis,Dustin Poirier,3,2:08,11/11/2017
Diego Sanchez,Matt Brown,1,3:44,11/11/2017
Junior Albini,Andrei Arlovski,3,5:00,11/11/2017
Nate Marquardt,Cezar Ferreira,3,5:00,11/11/2017
Matthew Lopez,Raphael Assuncao,3,1:50,11/11/2017
Joe Lauzon,Clay Guida,1,1:07,11/11/2017
John Dodson,Marlon Moraes,3,5:00,11/11/2017
Viviane Pereira,Tatiana Suarez,3,5:00,11/11/2017
Michel Quinones,Sage Northcutt,3,5:00,11/11/2017
Angela Hill,Nina Ansaroff,3,5:00,11/11/2017
Court McGee,Sean Strickland,3,5:00,11/11/2017
Marcel Fortuna,Jake Collier,3,5:00,11/11/2017
Darren Stewart,Karl Roberson,1,3:41,11/11/2017
Chris Weidman,Dominick Reyes,1,1:43,10/18/2019
Jeremy Stephens,Yair Rodriguez,3,5:00,10/18/2019
Ben Sosoli,Greg Hardy,3,5:00,10/18/2019
Jonathan Pearce,Joe Lauzon,1,1:33,10/18/2019
Gillian Robertson,Maycee Barber,1,3:04,10/18/2019
Deron Winn,Darren Stewart,3,5:00,10/18/2019
Manny Bermudez,Charles Rosa,1,2:46,10/18/2019
Diana Belbita,Molly McCann,3,5:00,10/18/2019
Kyle Bochniak,Sean Woodson,3,5:00,10/18/2019
Boston Salmon,Randy Costa,1,2:15,10/18/2019
Court McGee,Sean Brady,3,5:00,10/18/2019
Kevin Holland,Brendan Allen,2,3:38,10/18/2019
Daniel Spitz,Tanner Boser,3,5:00,10/18/2019
Jimmie Rivera,Marlon Moraes,1,0:33,6/1/2018
Vinc Pichel,Gregor Gillespie,2,4:06,6/1/2018
Daniel Spitz,Walt Harris,2,4:59,6/1/2018
Jake Ellenberger,Ben Saunders,1,1:56,6/1/2018
Daniel Teymur,Julio Arce,3,2:55,6/1/2018
Gian Villante,Sam Alvey,3,5:00,6/1/2018
Lauren Murphy,Sijara Eubanks,3,5:00,6/1/2018
Nik Lentz,David Teymur,3,5:00,6/1/2018
Chance Rencountre,Belal Muhammad,3,5:00,6/1/2018
Gleison Tibau,Desmond Green,3,5:00,6/1/2018
Johnny Eduardo,Nathaniel Wood,2,2:18,6/1/2018
Jarred Brooks,Jose Torres,2,2:55,6/1/2018
Michael Bisping,Luke Rockhold,2,0:57,11/7/2014
Ross Pearson,Al Iaquinta,2,1:39,11/7/2014
Clint Hester,Robert Whittaker,2,2:43,11/7/2014
Walt Harris,Soa Palelei,2,4:49,11/7/2014
Vagner Rocha,Jake Matthews,2,1:52,11/7/2014
Guto Inocente,Anthony Perosh,1,3:46,11/7/2014
Dylan Andrews,Sam Alvey,1,2:16,11/7/2014
Richie Vaculik,Louis Smolka,3,0:18,11/7/2014
Vik Grujic,Chris Clements,1,3:06,11/7/2014
Luke Zachrich,Daniel Kelly,1,4:27,11/7/2014
Jumabieke Tuerxun,Marcus Brimage,1,2:58,11/7/2014
David Branch,Luke Rockhold,2,4:05,9/16/2017
Alex Reyes,Mike Perry,1,1:19,9/16/2017
Hector Lombard,Anthony Smith,3,2:33,9/16/2017
Jason Gonzalez,Gregor Gillespie,2,2:11,9/16/2017
Sergio Moraes,Kamaru Usman,1,2:48,9/16/2017
Azunna Anyanwu,Justin Ledet,3,5:00,9/16/2017
Anthony Rocco Martin,Olivier Aubin-Mercier,3,5:00,9/16/2017
Anthony Hamilton,Daniel Spitz,1,0:24,9/16/2017
Krzysztof Jotko,Uriah Hall,2,2:25,9/16/2017
Jason Saggo,Gilbert Burns,2,4:55,9/16/2017
Constantinos Philippou,Luke Rockhold,1,2:31,1/15/2014
Lorenz Larkin,Brad Tavares,3,5:00,1/15/2014
Mike Easton,TJ Dillashaw,3,5:00,1/15/2014
Derek Brunson,Yoel Romero,3,3:23,1/15/2014
Dustin Ortiz,John Moraga,3,5:00,1/15/2014
Sam Sicilia,Cole Miller,2,1:54,1/15/2014
Justin Edwards,Ramsey Nijem,3,5:00,1/15/2014
Isaac Vallie-Flagg,Elias Silverio,3,5:00,1/15/2014
Brian Houston,Trevor Smith,3,5:00,1/15/2014
Alptekin Ozkilic,Louis Smolka,3,5:00,1/15/2014
Garett Whiteley,Vinc Pichel,3,5:00,1/15/2014
Charlie Brenneman,Beneil Dariush,1,1:45,1/15/2014
Alex Caceres,Yair Rodriguez,5,5:00,8/6/2016
Rony Jason,Dennis Bermudez,3,5:00,8/6/2016
Chris Camozzi,Thales Leites,3,2:58,8/6/2016
Zak Cummings,Santiago Ponzinibbio,3,5:00,8/6/2016
Joseph Gigliotti,Trevor Smith,3,5:00,8/6/2016
Danielle Taylor,Maryna Moroz,3,5:00,8/6/2016
Dominique Steele,Court McGee,3,5:00,8/6/2016
Viktor Pesta,Marcin Tybura,2,0:53,8/6/2016
Jason Novelli,David Teymur,2,1:25,8/6/2016
Horacio Gutierrez,Teruto Ishihara,1,2:32,8/6/2016
Tatsuya Kawajiri,Cub Swanson,3,5:00,8/6/2016
Chase Sherman,Justin Ledet,3,5:00,8/6/2016
BJ Penn,Yair Rodriguez,2,0:24,1/15/2017
Marcin Held,Joe Lauzon,3,5:00,1/15/2017
Court McGee,Ben Saunders,3,5:00,1/15/2017
John Moraga,Sergio Pettis,3,5:00,1/15/2017
Devin Powell,Drakkar Klose,3,5:00,1/15/2017
Frankie Saenz,Augusto Mendes,3,5:00,1/15/2017
Viktor Pesta,Aleksei Oleinik,1,2:57,1/15/2017
Alex White,Anthony Rocco Martin,3,5:00,1/15/2017
Jocelyn Jones-Lybarger,Nina Ansaroff,3,3:39,1/15/2017
Chase Sherman,Walt Harris,2,2:41,1/15/2017
Bojan Mihajlovic,Joachim Christensen,3,2:05,1/15/2017
Dmitrii Smoliakov,Cyril Asker,1,2:41,1/15/2017
Jeremy Stephens,Yair Rodriguez,1,0:15,9/21/2019
Alexa Grasso,Carla Esparza,3,5:00,9/21/2019
Askar Askarov,Brandon Moreno,3,5:00,9/21/2019
Vanessa Melo,Irene Aldana,3,5:00,9/21/2019
Martin Bravo,Steven Peterson,2,1:31,9/21/2019
Carlos Huachin,Jose Quinonez,3,5:00,9/21/2019
Marco Polo Reyes,Kyle Nelson,1,1:36,9/21/2019
Ariane Carnelossi,Angela Hill,3,1:56,9/21/2019
Tyson Nam,Sergio Pettis,3,5:00,9/21/2019
Vinicius Moreira,Paul Craig,1,3:19,9/21/2019
Sijara Eubanks,Bethe Correia,3,5:00,9/21/2019
Marcos Mariano,Claudio Puelles,3,5:00,9/21/2019
Ben Rothwell,Junior Dos Santos,5,5:00,4/10/2016
Gabriel Gonzaga,Derrick Lewis,1,4:48,4/10/2016
Curtis Blaydes,Francis Ngannou,2,5:00,4/10/2016
Marcin Tybura,Timothy Johnson,3,5:00,4/10/2016
Igor Pokrajac,Jan Blachowicz,3,5:00,4/10/2016
Cristina Stanciu,Maryna Moroz,3,5:00,4/10/2016
Nicolas Dalby,Zak Cummings,3,5:00,4/10/2016
Ian Entwistle,Alejandro Perez,1,4:04,4/10/2016
Damir Hadzovic,Mairbek Taisumov,1,3:44,4/10/2016
Filip Pejic,Damian Stasiak,1,2:16,4/10/2016
Robert Whiteford,Lucas Martins,3,5:00,4/10/2016
Cyril Asker,Jared Cannonier,1,2:44,4/10/2016
Alessio Di Chirico,Bojan Velickovic,3,5:00,4/10/2016
Hyun Gyu Lim,Tarec Saffiedine,5,5:00,1/4/2014
Sean Soriano,Tatsuya Kawajiri,2,0:50,1/4/2014
Luiz Dutra,Kiichi Kunimoto,1,2:57,1/4/2014
Shunichi Shimizu,Kyung Ho Kang,3,3:53,1/4/2014
Will Chope,Max Holloway,2,2:27,1/4/2014
Quinn Mulhern,Katsunori Kikuno,3,5:00,1/4/2014
Dave Galera,Royston Wee,3,5:00,1/4/2014
Tae Hyun Bang,Mairbek Taisumov,3,5:00,1/4/2014
Jon Delos Reyes,Dustin Kimura,1,2:13,1/4/2014
Leandro Issa,Russell Doane,2,4:59,1/4/2014
Yushin Okami,Ovince Saint Preux,1,1:50,9/22/2017
Claudia Gadelha,Jessica Andrade,3,5:00,9/22/2017
Takanori Gomi,Dong Hyun Ma,1,1:30,9/22/2017
Henrique da Silva,Gokhan Saki,1,4:45,9/22/2017
Rolando Dy,Teruto Ishihara,3,5:00,9/22/2017
Yuta Sasaki,Jussier Formiga,1,4:30,9/22/2017
Alex Morono,Keita Nakamura,3,5:00,9/22/2017
Chan-Mi Jeon,Syuri Kondo,3,5:00,9/22/2017
Luke Jumeau,Shinsho Anzai,3,5:00,9/22/2017
Hyun Gyu Lim,Daichi Abe,3,5:00,9/22/2017
Joe Riggs,Diego Sanchez,1,1:45,12/13/2006
